"page_views","offers","orders","company_reply_rate","product_completness","total_order_value_in_euro","monetize_amount","wootric_score","id","cluster"
0.006243423,0.002277904,0.009090909,0.8,0.715,0.01586447,0.0,0.9,32.0,"cluster_2"
0.391932655,0.211845103,0.045454545,0.728070175,0.427593031,8.89958E-4,0.0,0.65,33.0,"cluster_2"
0.016976499,0.004555809,0.0,0.928571429,0.5975,0.0,0.0,0.9,34.0,"cluster_2"
0.506839705,0.671981777,0.081818182,0.988261189,0.53538937,0.019186482,0.0,0.0,35.0,"cluster_4"
0.04426517,0.004555809,0.0,0.8,0.445217391,0.0,0.0,0.9,36.0,"cluster_2"
0.658084882,0.496583144,0.081818182,1.0,0.672222222,0.063296613,0.0,0.0,37.0,"cluster_4"
0.093861803,0.002277904,0.009090909,0.167464115,0.351339286,0.002505633,0.0,1.0,38.0,"cluster_2"
0.032129078,0.002277904,0.0,0.0,1.0,0.0,0.0,0.9,39.0,"cluster_2"
0.012627148,0.002277904,0.009090909,0.0,0.57,0.0,0.0,1.0,40.0,"cluster_2"
0.008839004,0.0,0.0,0.0,0.57,0.0,0.0,1.0,41.0,"cluster_2"
0.001894072,0.0,0.0,0.0,0.57,0.0,0.0,1.0,42.0,"cluster_2"
0.052683269,0.006833713,0.0,0.171717172,0.304511278,0.0,0.0,1.0,43.0,"cluster_2"
0.003016485,0.002277904,0.009090909,0.0,0.435283019,0.0,0.0,1.0,44.0,"cluster_2"
0.016766047,0.0,0.0,0.666666667,0.57,0.0,0.0,0.8,45.0,"cluster_2"
0.094282708,0.0,0.0,1.0,0.548222222,0.0,0.0,0.7,46.0,"cluster_2"
0.067414942,0.020501139,0.018181818,1.0,0.351895425,0.0,0.0,0.7,47.0,"cluster_2"
0.024903543,0.0,0.0,1.0,0.542,0.0,0.0,0.7,48.0,"cluster_2"
0.114345844,0.129840547,0.009090909,0.90625,0.358247863,0.001238203,0.0,0.6,49.0,"cluster_2"
8.4181E-4,0.0,0.0,0.0,0.64,0.0,0.0,0.9,50.0,"cluster_2"
0.031076815,0.018223235,0.009090909,0.416666667,0.633636364,8.6E-6,0.0,0.7,51.0,"cluster_2"
0.235356015,0.444191344,0.018181818,1.0,0.758026316,0.06577951,0.0,0.0,52.0,"cluster_1"
0.132094002,0.298405467,0.190909091,0.898039216,0.728409091,0.07881774,0.0,0.0,53.0,"cluster_1"
8.4181E-4,0.004555809,0.009090909,0.0,0.57,0.0,0.0,0.8,54.0,"cluster_2"
0.048053315,0.020501139,0.009090909,0.288659794,0.499156627,7.36E-5,0.0,0.7,55.0,"cluster_2"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.7,56.0,"cluster_3"
0.028761838,0.266514806,0.281818182,0.977941176,0.342156863,0.04131468,0.0,0.0,57.0,"cluster_1"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,58.0,"cluster_2"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,59.0,"cluster_2"
0.003507541,0.0,0.0,0.0,0.57,0.0,0.0,0.7,60.0,"cluster_2"
0.041178534,0.002277904,0.0,0.550724638,0.64,0.0,0.0,0.5,61.0,"cluster_2"
7.02E-5,0.0,0.0,0.0,0.43,0.0,0.0,0.7,62.0,"cluster_2"
0.027078218,0.200455581,0.218181818,0.968992248,0.386857143,0.075977125,0.0,0.0,63.0,"cluster_1"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,64.0,"cluster_0"
0.158470712,0.293849658,0.090909091,1.0,0.376683168,0.020142567,0.0,0.0,65.0,"cluster_1"
0.036759032,0.029612756,0.0,1.0,0.825384615,0.0,0.183333333,0.0,66.0,"cluster_1"
0.190459488,0.330296128,0.027272727,0.829192547,0.330375546,0.001702034,0.0,0.0,67.0,"cluster_1"
0.565485794,0.141230068,0.018181818,0.998885173,0.515671642,6.8746E-4,0.0,0.0,68.0,"cluster_1"
0.075692739,0.159453303,0.081818182,0.887096774,0.734,1.30314E-4,0.0,0.0,69.0,"cluster_1"
0.080673448,0.123006834,0.009090909,0.983606557,0.984444444,9.8E-5,0.0,0.0,70.0,"cluster_1"
0.474640477,0.08428246,0.045454545,0.995955511,0.567941177,1.19306E-4,0.0,0.0,71.0,"cluster_1"
0.085724307,0.129840547,0.018181818,1.0,0.83875,0.009295118,0.0,0.0,72.0,"cluster_1"
0.225745353,0.241457859,0.0,0.935543278,0.370453686,0.0,0.0,0.0,73.0,"cluster_1"
0.107891968,0.164009112,0.081818182,0.898550725,0.406754386,0.015376116,0.0,0.0,74.0,"cluster_1"
0.058365486,0.138952164,0.018181818,1.0,0.691333333,0.017779041,0.0,0.0,75.0,"cluster_1"
0.128937215,0.104783599,0.090909091,0.826446281,0.673333333,9.21E-5,0.0,0.0,76.0,"cluster_1"
0.136653806,0.066059226,0.027272727,1.0,0.867254902,2.3E-5,0.0,0.0,77.0,"cluster_1"
0.211294283,0.13667426,0.018181818,1.0,0.478502226,0.003287686,0.0,0.0,78.0,"cluster_1"
0.059417748,0.077448747,0.018181818,0.956896552,0.897586207,2.43549E-4,0.0,0.0,79.0,"cluster_1"
0.041388986,0.082004556,0.063636364,0.921348315,0.734736842,4.32199E-4,0.0,0.0,80.0,"cluster_1"
0.051280253,0.050113895,0.118181818,1.0,0.523333333,0.0,0.0,0.0,81.0,"cluster_1"
0.220975096,0.104783599,0.054545455,1.0,0.34786645,0.004526318,0.0,0.0,82.0,"cluster_1"
0.129919327,0.091116173,0.018181818,0.965517241,0.669041096,0.0,0.0,0.0,83.0,"cluster_1"
0.192844616,0.268792711,0.009090909,0.57195572,0.30011583,5.37E-5,0.0,0.0,84.0,"cluster_1"
0.013258506,0.043280182,0.0,0.759259259,0.416,0.0,0.0,0.2,85.0,"cluster_1"
0.17109786,0.129840547,0.027272727,0.620347395,0.287437626,6.23E-5,0.066666667,0.0,86.0,"cluster_1"
0.013679411,0.06833713,0.018181818,1.0,0.71,0.013336606,0.0,0.0,87.0,"cluster_1"
0.490564714,0.027334852,0.0,0.813620072,0.679473684,0.0,0.0,0.0,88.0,"cluster_1"
0.015643634,0.018223235,0.0,1.0,1.0,0.0,0.0,0.0,89.0,"cluster_1"
0.014521221,0.006833713,0.0,0.571428571,0.752142857,0.0,0.12,0.0,90.0,"cluster_1"
0.875131533,0.0,0.0,0.232283465,0.976977778,0.0,0.0,0.0,91.0,"cluster_3"
0.123184847,0.218678815,0.045454545,0.510909091,0.35826087,0.008112806,0.0,0.0,92.0,"cluster_1"
0.026867766,0.097949886,0.009090909,0.943820225,0.647727273,0.003301873,0.0,0.0,93.0,"cluster_1"
0.051560856,0.129840547,0.027272727,0.892156863,0.475123967,0.0,0.0,0.0,94.0,"cluster_1"
0.033672396,0.029612756,0.009090909,1.0,0.828,0.007351828,0.0,0.0,95.0,"cluster_1"
0.025254297,0.047835991,0.027272727,0.92,0.670833333,0.047361247,0.0,0.0,96.0,"cluster_1"
0.13447913,0.041002278,0.009090909,0.981818182,0.685538462,0.0,0.0,0.0,97.0,"cluster_1"
0.00168362,0.0,0.0,1.0,1.0,0.0,0.0,0.0,98.0,"cluster_1"
0.040617327,0.011389522,0.0,1.0,0.914444444,0.0,0.0,0.0,99.0,"cluster_1"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,"cluster_0"
0.089091547,0.056947608,0.018181818,0.97826087,0.62,2.04217E-4,0.0,0.0,101.0,"cluster_1"
0.021536303,0.009111617,0.0,1.0,0.93,0.0,0.0,0.0,102.0,"cluster_1"
0.019221326,0.01594533,0.0,1.0,0.903333333,0.0,0.0,0.0,103.0,"cluster_1"
0.029603648,0.070615034,0.018181818,0.972972973,0.628333333,0.0,0.0,0.0,104.0,"cluster_1"
0.016836198,0.186788155,0.018181818,0.814814815,0.278970588,0.027682211,0.0,0.0,105.0,"cluster_1"
0.045387583,0.0,0.0,1.0,0.94,0.0,0.0,0.0,106.0,"cluster_1"
0.057944581,0.134396355,0.027272727,0.991689751,0.286650246,0.001059609,0.0,0.0,107.0,"cluster_1"
0.014801824,0.0,0.0,1.0,0.965,0.0,0.0,0.0,108.0,"cluster_1"
0.064117853,0.056947608,0.027272727,1.0,0.57875,0.0,0.0,0.0,109.0,"cluster_1"
0.117502631,0.029612756,0.009090909,1.0,0.701764706,0.0,0.0,0.0,110.0,"cluster_1"
0.086495966,0.0,0.0,0.95,0.913730769,0.0,0.0,0.0,111.0,"cluster_1"
0.03402315,0.056947608,0.081818182,0.641025641,0.71,0.004977196,0.0,0.0,112.0,"cluster_1"
0.006243423,0.027334852,0.0,1.0,0.831875,0.0,0.0,0.0,113.0,"cluster_1"
0.032900737,0.0,0.0,1.0,0.913730769,0.0,0.0,0.0,114.0,"cluster_1"
0.067695545,0.004555809,0.0,1.0,0.859166667,0.0,0.0,0.0,115.0,"cluster_1"
0.018169063,0.045558087,0.0,1.0,0.74,0.0,0.0,0.0,116.0,"cluster_1"
0.013118204,0.0,0.0,1.0,0.922727273,0.0,0.0,0.0,117.0,"cluster_1"
0.012346545,0.0,0.0,1.0,0.9158,0.0,0.0,0.0,118.0,"cluster_1"
0.001262715,0.01594533,0.0,1.0,0.86,0.0,0.0,0.0,119.0,"cluster_1"
0.071132936,0.022779043,0.018181818,1.0,0.686603774,0.0,0.0,0.0,120.0,"cluster_1"
0.010943529,0.025056948,0.0,1.0,0.802,0.0,0.0,0.0,121.0,"cluster_1"
0.008137496,0.006833713,0.0,1.0,0.87625,0.0,0.0,0.0,122.0,"cluster_1"
0.021746756,0.0,0.0,0.882352941,0.9942,0.0,0.0,0.0,123.0,"cluster_1"
0.066853736,0.0,0.0,1.0,0.831276596,0.0,0.0,0.0,124.0,"cluster_1"
0.017327254,0.004555809,0.0,1.0,0.86,0.0,0.0,0.0,125.0,"cluster_1"
0.036759032,0.0,0.0,1.0,0.858164464,0.0,0.0,0.0,126.0,"cluster_1"
0.006664328,0.006833713,0.0,1.0,0.86,0.0,0.0,0.0,127.0,"cluster_1"
0.181199579,0.006833713,0.0,1.0,0.685208333,0.0,0.0,0.0,128.0,"cluster_1"
0.118344441,0.0,0.0,0.85483871,0.918525896,0.0,0.0,0.0,129.0,"cluster_1"
0.033391792,0.009111617,0.0,1.0,0.818,0.0,0.0,0.0,130.0,"cluster_1"
0.080182392,0.009111617,0.0,1.0,0.77,0.0,0.0,0.0,131.0,"cluster_1"
0.004489653,0.043280182,0.090909091,1.0,0.340909091,0.0,0.0,0.0,132.0,"cluster_1"
0.294984216,0.004555809,0.0,0.75,0.8108,0.0,0.0,0.0,133.0,"cluster_1"
0.079551035,0.01594533,0.009090909,0.983050847,0.705609756,0.0,0.0,0.0,134.0,"cluster_1"
0.012136093,0.0,0.0,0.875,0.976666667,0.0,0.0,0.0,135.0,"cluster_1"
0.047562259,0.006833713,0.0,1.0,0.786666667,0.0,0.0,0.0,136.0,"cluster_1"
0.017257103,0.006833713,0.009090909,1.0,0.764545455,0.0,0.0,0.0,137.0,"cluster_1"
0.012206243,0.020501139,0.0,1.0,0.75,0.0,0.0,0.0,138.0,"cluster_1"
0.052472817,0.072892938,0.018181818,1.0,0.4235,0.00148163,0.0,0.0,139.0,"cluster_1"
0.055910207,0.0,0.0,1.0,0.787083333,0.0,0.0,0.0,140.0,"cluster_1"
0.04426517,0.0,0.0,1.0,0.798461538,0.0,0.0,0.0,141.0,"cluster_1"
0.014801824,0.018223235,0.0,1.0,0.744,0.0,0.0,0.0,142.0,"cluster_1"
0.018169063,0.025056948,0.0,1.0,0.71,0.0,0.0,0.0,143.0,"cluster_1"
0.006103122,0.002277904,0.0,0.8,1.0,0.0,0.0,0.0,144.0,"cluster_1"
0.050929498,0.004555809,0.009090909,1.0,0.706283186,0.0,0.0,0.0,145.0,"cluster_1"
0.022518415,0.045558087,0.0,0.938271605,0.6575,0.0,0.0,0.0,146.0,"cluster_1"
0.13272536,0.08428246,0.090909091,0.569306931,0.394222222,0.0,0.0,0.0,147.0,"cluster_1"
0.007295686,0.0,0.0,1.0,0.785,0.0,0.0,0.0,148.0,"cluster_1"
0.009189758,0.004555809,0.0,0.8,0.958,0.0,0.0,0.0,149.0,"cluster_1"
0.010592774,0.029612756,0.063636364,0.878787879,0.503888889,0.007410758,0.0,0.0,150.0,"cluster_1"
0.087337776,0.0,0.0,0.833333333,0.86,0.0,0.0,0.0,151.0,"cluster_1"
0.009821115,0.004555809,0.009090909,1.0,0.71,0.0,0.0,0.0,152.0,"cluster_1"
0.070431428,0.027334852,0.027272727,0.769911504,0.708888889,0.001840107,0.0,0.0,153.0,"cluster_1"
0.076183795,0.013667426,0.0,0.980392157,0.659444444,0.0,0.0,0.0,154.0,"cluster_1"
0.009821115,0.0,0.0,1.0,0.76,0.0,0.0,0.0,155.0,"cluster_1"
0.015643634,0.0,0.0,1.0,0.753571429,0.0,0.0,0.0,156.0,"cluster_1"
0.06039986,0.006833713,0.0,0.75,0.93,0.0,0.0,0.0,157.0,"cluster_1"
0.013118204,0.0,0.0,1.0,0.7525,0.0,0.0,0.0,158.0,"cluster_1"
0.014661522,0.022779043,0.0,0.933333333,0.720333333,0.0,0.0,0.0,159.0,"cluster_1"
0.018169063,0.011389522,0.0,1.0,0.686666667,0.0,0.0,0.0,160.0,"cluster_1"
0.002104525,0.009111617,0.0,1.0,0.71,0.0,0.0,0.0,161.0,"cluster_1"
0.037600842,0.0,0.0,1.0,0.71,0.0,0.0,0.0,162.0,"cluster_1"
0.016555595,0.004555809,0.0,0.9,0.811111111,0.0,0.0,0.0,163.0,"cluster_1"
0.113854788,0.045558087,0.0,0.8,0.647272727,0.0,0.0,0.0,164.0,"cluster_1"
0.006453876,0.009111617,0.0,0.7,1.0,0.0,0.0,0.0,165.0,"cluster_1"
0.028270782,0.0,0.0,1.0,0.71,0.0,0.0,0.0,166.0,"cluster_1"
0.044966678,0.011389522,0.0,1.0,0.644375,0.0,0.0,0.0,167.0,"cluster_1"
0.008277797,0.006833713,0.0,1.0,0.698888889,0.0,0.0,0.0,168.0,"cluster_1"
0.012486847,0.006833713,0.018181818,1.0,0.620909091,0.0,0.0,0.0,169.0,"cluster_1"
0.066152227,0.013667426,0.009090909,0.976190476,0.6,0.0,0.0,0.0,170.0,"cluster_1"
0.027499123,0.0,0.0,1.0,0.7044,0.0,0.0,0.0,171.0,"cluster_1"
0.016625745,0.013667426,0.009090909,1.0,0.607333333,0.006294196,0.0,0.0,172.0,"cluster_1"
0.016345142,0.013667426,0.0,0.916666667,0.736086957,0.0,0.0,0.0,173.0,"cluster_1"
0.114345844,0.0,0.0,1.0,0.608873239,0.0,0.0,0.0,174.0,"cluster_1"
0.003647843,0.002277904,0.0,1.0,0.71,0.0,0.0,0.0,175.0,"cluster_1"
0.008698702,0.0,0.0,1.0,0.71,0.0,0.0,0.0,176.0,"cluster_1"
0.382181691,0.134396355,0.027272727,0.384864865,0.300153022,0.002399017,0.0,0.0,177.0,"cluster_0"
0.01360926,0.063781321,0.036363636,0.953488372,0.350869565,0.0,0.0,0.0,178.0,"cluster_1"
0.021746756,0.036446469,0.0,1.0,0.550909091,0.0,0.0,0.0,179.0,"cluster_1"
0.037670993,0.002277904,0.0,1.0,0.67,0.0,0.0,0.0,180.0,"cluster_1"
0.094633462,0.01594533,0.0,1.0,0.55776699,0.0,0.0,0.0,181.0,"cluster_1"
0.001823921,0.0,0.0,1.0,0.71,0.0,0.0,0.0,182.0,"cluster_1"
0.036197825,0.041002278,0.0,0.989690722,0.521,0.0,0.0,0.0,183.0,"cluster_1"
0.084742196,0.0,0.0,1.0,0.625,0.0,0.0,0.0,184.0,"cluster_1"
0.038933707,0.0,0.0,1.0,0.670787037,0.0,0.0,0.0,185.0,"cluster_1"
0.150333216,0.034168565,0.027272727,0.75,0.56325,2.66E-5,0.0,0.0,186.0,"cluster_1"
0.01704665,0.011389522,0.009090909,1.0,0.6084,0.0,0.0,0.0,187.0,"cluster_1"
0.139670291,0.0523918,0.0,0.930232558,0.42468254,0.0,0.0,0.0,188.0,"cluster_1"
0.005401613,0.009111617,0.0,0.8,0.86,0.0,0.0,0.0,189.0,"cluster_1"
0.100315679,0.006833713,0.0,0.9125,0.660465116,0.0,0.0,0.0,190.0,"cluster_1"
0.006032971,0.0,0.0,1.0,0.692218045,0.0,0.0,0.0,191.0,"cluster_1"
0.116801122,0.025056948,0.0,0.481132075,1.0,0.0,0.0,0.0,192.0,"cluster_1"
0.017467555,0.009111617,0.0,1.0,0.64,0.0,0.0,0.0,193.0,"cluster_1"
0.007435987,0.004555809,0.0,0.857142857,0.81,0.0,0.0,0.0,194.0,"cluster_1"
0.008207646,0.009111617,0.018181818,1.0,0.57,0.0,0.0,0.0,195.0,"cluster_1"
0.021816906,0.0,0.0,1.0,0.662241379,0.0,0.0,0.0,196.0,"cluster_1"
0.008839004,0.0,0.0,1.0,0.675,0.0,0.0,0.0,197.0,"cluster_1"
0.00933006,0.0,0.0,1.0,0.671818182,0.0,0.0,0.0,198.0,"cluster_1"
0.008137496,0.011389522,0.0,1.0,0.627068966,0.0,0.0,0.0,199.0,"cluster_1"
0.012697299,0.006833713,0.0,1.0,0.64,0.0,0.0,0.0,200.0,"cluster_1"
0.007225535,0.009111617,0.0,1.0,0.635882353,0.0,0.0,0.0,201.0,"cluster_1"
0.007786741,0.025056948,0.0,1.0,0.57,0.0,0.0,0.0,202.0,"cluster_1"
0.027428972,0.027334852,0.0,1.0,0.537378641,0.0,0.0,0.0,203.0,"cluster_1"
0.004770256,0.041002278,0.009090909,0.608695652,0.86,0.0,0.0,0.0,204.0,"cluster_1"
0.426236408,0.006833713,0.0,0.752873563,0.467155743,0.0,0.0,0.0,205.0,"cluster_1"
0.005261312,0.036446469,0.0,0.8125,0.71,0.0,0.0,0.0,206.0,"cluster_1"
0.019361627,0.0,0.0,0.789473684,0.86,0.0,0.0,0.0,207.0,"cluster_1"
0.057172922,0.113895216,0.018181818,0.608108108,0.43,0.020381277,0.0,0.0,208.0,"cluster_1"
0.017397404,0.011389522,0.0,0.689655172,0.903333333,0.0,0.0,0.0,209.0,"cluster_1"
0.007435987,0.018223235,0.0,1.0,0.57,0.0,0.0,0.0,210.0,"cluster_1"
0.056401263,0.077448747,0.0,0.708333333,0.574242424,0.0,0.0,0.0,211.0,"cluster_1"
0.092949842,0.0,0.0,0.555555556,1.0,0.0,0.0,0.0,212.0,"cluster_1"
0.010662925,0.002277904,0.0,0.916666667,0.712,0.0,0.0,0.0,213.0,"cluster_1"
0.001332866,0.0,0.0,1.0,0.645,0.0,0.0,0.0,214.0,"cluster_1"
0.013188355,0.0,0.0,1.0,0.632222222,0.0,0.0,0.0,215.0,"cluster_1"
0.073658365,0.0,0.0,1.0,0.57,0.0,0.0,0.0,216.0,"cluster_1"
0.048965275,0.022779043,0.027272727,1.0,0.376041667,0.008989866,0.0,0.0,217.0,"cluster_1"
0.002735882,0.004555809,0.0,1.0,0.620909091,0.0,0.0,0.0,218.0,"cluster_1"
0.008768853,0.004555809,0.0,1.0,0.612,0.0,0.0,0.0,219.0,"cluster_1"
0.029884251,0.004555809,0.009090909,1.0,0.55096,0.001354284,0.0,0.0,220.0,"cluster_1"
0.01704665,0.01594533,0.009090909,1.0,0.5196,3.01E-5,0.0,0.0,221.0,"cluster_1"
0.002034374,0.01594533,0.0,1.0,0.567333333,0.0,0.0,0.0,222.0,"cluster_1"
0.094843914,0.01594533,0.0,0.721804511,0.75,0.0,0.0,0.0,223.0,"cluster_1"
0.003016485,0.020501139,0.0,1.0,0.542,0.0,0.0,0.0,224.0,"cluster_1"
0.010382322,0.011389522,0.0,1.0,0.57,0.0,0.0,0.0,225.0,"cluster_1"
0.003016485,0.006833713,0.0,1.0,0.595,0.0,0.0,0.0,226.0,"cluster_1"
0.081024202,0.063781321,0.0,1.0,0.283073395,0.0,0.0,0.0,227.0,"cluster_1"
0.010452473,0.0,0.0,1.0,0.608181818,0.0,0.0,0.0,228.0,"cluster_1"
0.113644335,0.063781321,0.018181818,0.880597015,0.294819277,0.0,0.0,0.0,229.0,"cluster_1"
0.048684672,0.011389522,0.0,1.0,0.517027027,0.0,0.0,0.0,230.0,"cluster_1"
0.023149772,0.004555809,0.0,0.709677419,0.86,0.0,0.0,0.0,231.0,"cluster_1"
0.019361627,0.006833713,0.009090909,0.863636364,0.658,0.0,0.0,0.0,232.0,"cluster_1"
0.13188355,0.018223235,0.0,1.0,0.398515498,0.0,0.0,0.0,233.0,"cluster_1"
0.003297089,0.006833713,0.0,0.8,0.772,0.0,0.0,0.0,234.0,"cluster_1"
0.010312171,0.009111617,0.0,0.625,0.93,0.0,0.0,0.0,235.0,"cluster_1"
0.038653104,0.0,0.0,0.947368421,0.615681818,0.0,0.0,0.0,236.0,"cluster_1"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,237.0,"cluster_0"
0.009961417,0.002277904,0.0,0.75,0.83,0.0,0.0,0.0,238.0,"cluster_1"
0.063767099,0.027334852,0.0,0.772727273,0.650606061,0.0,0.0,0.0,239.0,"cluster_1"
0.033742546,0.009111617,0.0,0.923076923,0.602307692,0.0,0.0,0.0,240.0,"cluster_1"
0.027358821,0.0,0.0,1.0,0.565307263,0.0,0.0,0.0,241.0,"cluster_1"
0.066222378,0.002277904,0.009090909,0.925925926,0.554444444,0.0,0.0,0.0,242.0,"cluster_1"
0.049456331,0.0,0.0,1.0,0.542,0.0,0.0,0.0,243.0,"cluster_1"
0.027148369,0.011389522,0.009090909,0.7375,0.743684211,0.0,0.0,0.0,244.0,"cluster_1"
0.010101719,0.027334852,0.009090909,0.821428571,0.613,0.0,0.0,0.0,245.0,"cluster_1"
0.019221326,0.0,0.0,1.0,0.569720559,0.0,0.0,0.0,246.0,"cluster_1"
0.038372501,0.013667426,0.0,1.0,0.495777778,0.0,0.0,0.0,247.0,"cluster_1"
0.018028762,0.0,0.0,1.0,0.57,0.0,0.0,0.0,248.0,"cluster_1"
0.005401613,0.002277904,0.0,1.0,0.57,0.0,0.0,0.0,249.0,"cluster_1"
0.045177131,0.047835991,0.027272727,0.726190476,0.505833333,0.001797113,0.0,0.0,250.0,"cluster_1"
0.011013679,0.0,0.0,1.0,0.57,0.0,0.0,0.0,251.0,"cluster_1"
0.038162048,0.0,0.0,0.846153846,0.696666667,0.0,0.0,0.0,252.0,"cluster_1"
0.010522624,0.0,0.0,1.0,0.57,0.0,0.0,0.0,253.0,"cluster_1"
0.02293932,0.109339408,0.0,0.811320755,0.3018,0.0,0.0,0.0,254.0,"cluster_1"
0.001964223,0.0,0.0,1.0,0.57,0.0,0.0,0.0,255.0,"cluster_1"
0.001052262,0.0,0.0,1.0,0.57,0.0,0.0,0.0,256.0,"cluster_1"
0.144370396,0.004555809,0.009090909,0.828070175,0.539404389,0.0,0.0,0.0,257.0,"cluster_1"
0.023640828,0.0,0.0,1.0,0.542,0.0,0.0,0.0,258.0,"cluster_1"
0.007856892,0.0,0.0,0.823529412,0.732857143,0.0,0.0,0.0,259.0,"cluster_1"
0.031357418,0.038724374,0.0,0.923076923,0.45,0.0,0.0,0.0,260.0,"cluster_1"
0.081515258,0.011389522,0.0,0.828125,0.6036,0.0,0.0,0.0,261.0,"cluster_1"
0.002946335,0.013667426,0.009090909,0.954545455,0.43,0.038177912,0.0,0.0,262.0,"cluster_1"
0.015012276,0.011389522,0.0,0.923076923,0.57,0.0,0.0,0.0,263.0,"cluster_1"
0.057102771,0.077448747,0.018181818,0.746478873,0.366157989,0.0,0.0,0.0,264.0,"cluster_1"
0.002104525,0.0,0.0,1.0,0.546666667,0.0,0.0,0.0,265.0,"cluster_1"
0.003016485,0.004555809,0.0,0.666666667,0.86,0.0,0.0,0.0,266.0,"cluster_1"
0.012136093,0.0,0.0,0.888888889,0.646,0.0,0.0,0.0,267.0,"cluster_1"
0.008418099,0.020501139,0.009090909,0.888888889,0.528,0.0,0.0,0.0,268.0,"cluster_1"
0.014942126,0.031890661,0.0,1.0,0.400434783,0.0,0.0,0.0,269.0,"cluster_1"
0.044966678,0.070615034,0.009090909,0.625766871,0.55,0.0,0.0,0.0,270.0,"cluster_1"
0.044124868,0.013667426,0.0,0.978723404,0.458823529,0.0,0.0,0.0,271.0,"cluster_1"
0.003647843,0.004555809,0.0,0.8,0.71,0.0,0.0,0.0,272.0,"cluster_1"
0.041178534,0.002277904,0.0,0.875,0.599675994,0.0,0.0,0.0,273.0,"cluster_1"
